movieId,title,num_ratings,avg_movie_rating,year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
18,Four Rooms (1995),1362,3.44,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,Ace Ventura: When Nature Calls (1995),5313,2.65,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,Money Train (1995),956,2.92,1995,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
21,Get Shorty (1995),5268,3.57,1995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
22,Copycat (1995),2283,3.26,1995,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
23,Assassins (1995),965,3.14,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Powder (1995),1868,3.14,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25,Leaving Las Vegas (1995),5216,3.66,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26,Othello (1995),611,3.57,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,Now and Then (1995),390,3.35,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
28,Persuasion (1995),667,4.01,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",2083,3.92,1995,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),257,3.63,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31,Dangerous Minds (1995),2473,3.24,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),11975,3.9,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
33,Wings of Courage (1995),12,3.04,1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,Babe (1995),7510,3.58,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,Carrington (1995),315,3.42,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
36,Dead Man Walking (1995),4845,3.91,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
37,Across the Sea of Time (1995),24,3.27,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,It Takes Two (1995),153,2.94,1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39,Clueless (1995),6257,3.41,1995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
40,"Cry, the Beloved Country (1995)",191,3.7,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,Richard III (1995),1051,3.85,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,Dead Presidents (1995),521,3.01,1995,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
43,Restoration (1995),556,3.44,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,Mortal Kombat (1995),2762,2.69,1995,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,To Die For (1995),2125,3.36,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
46,How to Make an American Quilt (1995),662,3.25,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47,Seven (a.k.a. Se7en) (1995),13108,4.09,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,Pocahontas (1995),3383,2.99,1995,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
49,When Night Is Falling (1995),58,3.84,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
50,"Usual Suspects, The (1995)",14499,4.27,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
51,Guardian Angel (1994),8,2.31,1994,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52,Mighty Aphrodite (1995),2110,3.54,1995,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
53,Lamerica (1994),30,3.47,1994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,"Big Green, The (1995)",225,2.78,1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Georgia (1995),197,3.26,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,Kids of the Round Table (1995),16,2.38,1995,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
57,Home for the Holidays (1995),539,3.36,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,"Postman, The (Postino, Il) (1994)",2690,3.97,1994,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
59,"Confessional, The (Confessionnal, Le) (1995)",27,3.44,1995,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60,"Indian in the Cupboard, The (1995)",1542,3.03,1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61,Eye for an Eye (1996),516,3.37,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62,Mr. Holland's Opus (1995),4814,3.75,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),583,3.16,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
64,Two if by Sea (1996),463,2.96,1996,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
65,Bio-Dome (1996),1211,2.4,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,Lawnmower Man 2: Beyond Cyberspace (1996),522,2.11,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,Two Bits (1995),47,3.33,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68,French Twist (Gazon maudit) (1995),260,3.42,1995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
69,Friday (1995),1108,3.55,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,From Dusk Till Dawn (1996),3545,3.34,1996,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
71,Fair Game (1995),290,2.38,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Kicking and Screaming (1995),292,3.53,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
73,"Misérables, Les (1995)",698,3.75,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
74,Bed of Roses (1996),763,3.28,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
75,Big Bully (1996),109,2.53,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
76,Screamers (1995),727,3.06,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,Nico Icon (1995),48,3.58,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,"Crossing Guard, The (1995)",280,3.09,1995,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
79,"Juror, The (1996)",1269,3.13,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80,"White Balloon, The (Badkonake sefid) (1995)",109,3.78,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
81,Things to Do in Denver When You're Dead (1995),688,3.29,1995,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
82,Antonia's Line (Antonia) (1995),522,4.05,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
83,Once Upon a Time... When We Were Colored (1995),131,3.59,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
84,Last Summer in the Hamptons (1995),26,3.35,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85,Angels and Insects (1995),562,3.55,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
86,White Squall (1996),901,3.51,1996,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,Dunston Checks In (1996),211,2.45,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
88,Black Sheep (1996),1256,3.12,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,Nick of Time (1995),717,3.17,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,The Journey of August King (1995),39,3.08,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,Mary Reilly (1996),500,2.84,1996,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
93,Vampire in Brooklyn (1995),459,2.53,1995,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
94,Beautiful Girls (1996),880,3.52,1996,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
95,Broken Arrow (1996),5221,3.1,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,In the Bleak Midwinter (1995),108,3.53,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
97,"Hate (Haine, La) (1995)",776,3.96,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
98,Shopping (1994),17,2.74,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,Heidi Fleiss: Hollywood Madam (1995),147,3.08,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,City Hall (1996),916,3.21,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
101,Bottle Rocket (1996),1068,3.76,1996,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
102,Mr. Wrong (1996),433,2.38,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,Unforgettable (1996),246,3.26,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
104,Happy Gilmore (1996),4948,3.39,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,"Bridges of Madison County, The (1995)",2286,3.3,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),29,2.88,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
107,Muppet Treasure Island (1996),1694,3.25,1996,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
108,Catwalk (1996),28,3.2,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,Headless Body in Topless Bar (1995),4,2.75,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
110,Braveheart (1995),15177,3.99,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
111,Taxi Driver (1976),7751,4.06,1976,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
112,Rumble in the Bronx (Hont faan kui) (1995),2797,3.38,1995,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
113,Before and After (1996),242,3.0,1996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
114,Margaret's Museum (1995),63,3.57,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",10,3.05,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,Anne Frank Remembered (1995),203,3.92,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,"Young Poisoner's Handbook, The (1995)",265,3.56,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
118,If Lucy Fell (1996),237,3.04,1996,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
119,"Steal Big, Steal Little (1995)",63,2.8,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,Race the Sun (1996),33,2.79,1996,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
121,"Boys of St. Vincent, The (1992)",165,3.81,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,Boomerang (1992),829,2.85,1992,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
123,Chungking Express (Chung Hing sam lam) (1994),736,3.96,1994,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",77,3.6,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,Flirting With Disaster (1996),740,3.74,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,"NeverEnding Story III, The (1994)",317,2.31,1994,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",8,3.12,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,Jupiter's Wife (1994),19,3.63,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,Pie in the Sky (1996),53,3.29,1996,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
130,Angela (1995),15,3.23,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131,Frankie Starlight (1995),34,3.03,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
132,Jade (1995),458,2.85,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Nueba Yol (1995),3,2.17,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
134,Sonic Outlaws (1995),6,2.58,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,Down Periscope (1996),1543,2.99,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,From the Journals of Jean Seberg (1995),23,3.41,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,Man of the Year (1995),47,3.37,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,"Neon Bible, The (1995)",32,3.11,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139,Target (1995),10,2.7,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140,Up Close and Personal (1996),1163,3.34,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
141,"Birdcage, The (1996)",5390,3.53,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,Shadows (Cienie) (1988),10,3.3,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143,Gospa (1995),3,1.17,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,"Brothers McMullen, The (1995)",917,3.46,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,Bad Boys (1995),3332,3.3,1995,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
146,"Amazing Panda Adventure, The (1995)",125,2.92,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Basketball Diaries, The (1995)",1003,3.57,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
148,"Awfully Big Adventure, An (1995)",82,2.87,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149,Amateur (1994),215,3.67,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
150,Apollo 13 (1995),12498,3.89,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,Rob Roy (1995),2820,3.52,1995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
152,"Addiction, The (1995)",158,3.14,1995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
153,Batman Forever (1995),7916,2.89,1995,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
154,Beauty of the Day (Belle de jour) (1967),716,3.85,1967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,Beyond Rangoon (1995),257,3.38,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
156,Blue in the Face (1995),365,3.49,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
157,Canadian Bacon (1995),507,2.72,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
158,Casper (1995),3316,2.87,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Clockers (1995),508,3.37,1995,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
160,Congo (1995),3227,2.59,1995,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,Crimson Tide (1995),5452,3.74,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
162,Crumb (1994),1367,3.99,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,Desperado (1995),3657,3.44,1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
164,Devil in a Blue Dress (1995),975,3.48,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
165,Die Hard: With a Vengeance (1995),8627,3.52,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
166,"Doom Generation, The (1995)",176,2.91,1995,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
167,Feast of July (1995),17,3.68,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,First Knight (1995),2875,3.06,1995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
169,Free Willy 2: The Adventure Home (1995),861,2.35,1995,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
170,Hackers (1995),1939,3.23,1995,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
171,Jeffrey (1995),298,3.48,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
172,Johnny Mnemonic (1995),2999,2.78,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,Judge Dredd (1995),3569,2.6,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
174,Jury Duty (1995),441,2.41,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,Kids (1995),1202,3.55,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
176,Living in Oblivion (1995),554,3.82,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177,Lord of Illusions (1995),447,2.94,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178,Love & Human Remains (1993),121,3.31,1993,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
179,Mad Love (1995),282,2.74,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
180,Mallrats (1995),2026,3.56,1995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
181,Mighty Morphin Power Rangers: The Movie (1995),623,2.0,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Moonlight and Valentino (1995),147,3.17,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
183,Mute Witness (1994),145,3.44,1994,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
184,Nadja (1994),80,3.06,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185,"Net, The (1995)",5439,3.13,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
186,Nine Months (1995),2620,2.88,1995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
187,Party Girl (1995),195,3.48,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,"Prophecy, The (1995)",539,3.35,1995,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
189,Reckless (1995),77,2.99,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
190,Safe (1995),251,3.57,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,"Scarlet Letter, The (1995)",405,2.67,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
192,The Show (1995),15,2.63,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,Showgirls (1995),1831,2.25,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,Smoke (1995),1349,3.88,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
195,Something to Talk About (1995),673,3.12,1995,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
196,Species (1995),3271,2.81,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
197,"Stars Fell on Henrietta, The (1995)",18,2.97,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,Strange Days (1995),2105,3.46,1995,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",372,3.69,1964,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
200,"Tie That Binds, The (1995)",78,3.01,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,Three Wishes (1995),73,2.95,1995,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
202,Total Eclipse (1995),103,3.08,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1267,3.17,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,Under Siege 2: Dark Territory (1995),1918,2.95,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Unstrung Heroes (1995),284,3.49,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
206,Unzipped (1995),197,3.45,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,"Walk in the Clouds, A (1995)",1256,3.4,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
208,Waterworld (1995),6595,2.88,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,White Man's Burden (1995),167,2.76,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210,Wild Bill (1995),102,2.85,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,"Browning Version, The (1994)",123,3.53,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,Bushwhacked (1995),102,2.62,1995,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),386,3.97,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
214,Before the Rain (Pred dozhdot) (1994),228,3.96,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
215,Before Sunrise (1995),1745,3.92,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
216,Billy Madison (1995),2383,3.27,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,"Babysitter, The (1995)",227,2.63,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
218,Boys on the Side (1995),883,3.28,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
219,"Cure, The (1995)",141,3.64,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220,Castle Freak (1995),77,2.31,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222,Circle of Friends (1995),1203,3.5,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
223,Clerks (1994),5783,3.83,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,Don Juan DeMarco (1995),1843,3.45,1995,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
225,Disclosure (1994),2739,3.32,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
226,Dream Man (1995),11,2.55,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,Drop Zone (1994),999,3.05,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,Destiny Turns on the Radio (1995),91,2.79,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,Death and the Maiden (1994),535,3.54,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
230,Dolores Claiborne (1995),1555,3.59,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
231,Dumb & Dumber (Dumb and Dumber) (1994),7999,2.98,1994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),1384,4.03,1994,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
233,Exotica (1994),745,3.58,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
234,Exit to Eden (1994),652,2.64,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,Ed Wood (1994),3640,3.66,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
236,French Kiss (1995),2760,3.28,1995,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
237,Forget Paris (1995),1346,3.25,1995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
238,Far From Home: The Adventures of Yellow Dog (1995),188,3.12,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
